,field_1,ID,region,locality,sites,Kulbicki,PROVINCE,xxx,temp,Richness,grav_total,Age_of_pro,Class,biomassare,ModelMode,OutFlow,Outdegree,btwdegree,SelfR,Inflow,Indegree,CorridorIn,grav_nei,IndegreeMP,InflowMPA,IndegreeNe,InflowNei,Larval_beh,FE,Netflow,Kulbicki.1,PROVINCE.1,Lon,Lat,prod.Jan,prod.Feb,prod.Mar,prod.Apr,prod.May,prod.Jun,prod.Jul,prod.Aug,prod.Sep,prod.Oct,prod.Nov,prod.Dec
2266,2266,V7029,polynesian,society_islands,society_islands_4,Central Pacific,Southeast Polynesia,210.12,27.61781428,122.304,32,0,Fished,365.619897,transi,150,5,365.9173289,0,2235,53,0,1151,0,0,7.490566038,213.3962264,passive,transi,-0.874213836,Central Pacific,Southeast Polynesia,-149.88,-17.54,156.9750366,150.7041473,151.1584778,160.3161774,158.2382202,170.4905853,190.4914398,185.1364594,182.7441711,169.2844391,151.7731476,150.4564056
2267,2267,V7029,polynesian,society_islands,society_islands_4,Central Pacific,Southeast Polynesia,210.12,27.61781428,122.304,32,0,Fished,365.619897,transi15,771,27,495.6808582,24,2028,115,0,1758,0,0,31.05217391,508.3826087,active,transi,-0.44908896,Central Pacific,Southeast Polynesia,-149.88,-17.54,156.9750366,150.7041473,151.1584778,160.3161774,158.2382202,170.4905853,190.4914398,185.1364594,182.7441711,169.2844391,151.7731476,150.4564056
2268,2268,V7029,polynesian,society_islands,society_islands_4,Central Pacific,Southeast Polynesia,210.12,27.61781428,122.304,32,0,Fished,365.619897,transi35,432,14,196.3291559,0,2384,81,0,1329,0,0,11,225.2839506,active,transi,-0.693181818,Central Pacific,Southeast Polynesia,-149.88,-17.54,156.9750366,150.7041473,151.1584778,160.3161774,158.2382202,170.4905853,190.4914398,185.1364594,182.7441711,169.2844391,151.7731476,150.4564056
2269,2269,V7077,polynesian,austral_islands,austral_islands_1,Central Pacific,Southeast Polynesia,205.24,25.48674916,67.891,0,0,Fished,34.471528,pare,174,6,6296.5,0,54,2,0,0,2,54,6.5,162,passive,pare,0.526315789,Central Pacific,Southeast Polynesia,-154.76,-21.78,100.8445129,97.32168579,100.5867462,102.4560242,121.5968857,143.8434296,156.069458,160.5688934,142.3459778,125.4899063,109.9370956,106.9639435
2270,2270,V7077,polynesian,austral_islands,austral_islands_1,Central Pacific,Southeast Polynesia,205.24,25.48674916,67.891,0,0,Fished,34.471528,pare5,242,13,691.0714286,0,18,4,0,19,0,0,12.5,381.5,active,pare,0.861538462,Central Pacific,Southeast Polynesia,-154.76,-21.78,100.8445129,97.32168579,100.5867462,102.4560242,121.5968857,143.8434296,156.069458,160.5688934,142.3459778,125.4899063,109.9370956,106.9639435
2271,2271,V7077,polynesian,austral_islands,austral_islands_1,Central Pacific,Southeast Polynesia,205.24,25.48674916,67.891,0,0,Fished,34.471528,pare15,138,8,3.166666667,0,45,4,0,19,0,0,13.75,263.25,active,pare,0.508196721,Central Pacific,Southeast Polynesia,-154.76,-21.78,100.8445129,97.32168579,100.5867462,102.4560242,121.5968857,143.8434296,156.069458,160.5688934,142.3459778,125.4899063,109.9370956,106.9639435
2272,2272,V7077,polynesian,austral_islands,austral_islands_1,Central Pacific,Southeast Polynesia,205.24,25.48674916,67.891,0,0,Fished,34.471528,crypto,195,13,2733.124061,5,60,9,0,6,3,20,9.333333333,103.3333333,passive,crypto,0.529411765,Central Pacific,Southeast Polynesia,-154.76,-21.78,100.8445129,97.32168579,100.5867462,102.4560242,121.5968857,143.8434296,156.069458,160.5688934,142.3459778,125.4899063,109.9370956,106.9639435
2273,2273,V7077,polynesian,austral_islands,austral_islands_1,Central Pacific,Southeast Polynesia,205.24,25.48674916,67.891,0,0,Fished,34.471528,crypto5,288,26,876.5279463,6,157,16,0,84,5,11,20.125,378.5,active,crypto,0.294382022,Central Pacific,Southeast Polynesia,-154.76,-21.78,100.8445129,97.32168579,100.5867462,102.4560242,121.5968857,143.8434296,156.069458,160.5688934,142.3459778,125.4899063,109.9370956,106.9639435
2274,2274,V7077,polynesian,austral_islands,austral_islands_1,Central Pacific,Southeast Polynesia,205.24,25.48674916,67.891,0,0,Fished,34.471528,crypto15,175,4,2083,0,26,1,0,1,0,0,5,177,active,crypto,0.741293532,Central Pacific,Southeast Polynesia,-154.76,-21.78,100.8445129,97.32168579,100.5867462,102.4560242,121.5968857,143.8434296,156.069458,160.5688934,142.3459778,125.4899063,109.9370956,106.9639435
2275,2275,V7077,polynesian,austral_islands,austral_islands_1,Central Pacific,Southeast Polynesia,205.24,25.48674916,67.891,0,0,Fished,34.471528,resid,135,6,6296.5,0,35,2,0,0,2,35,6.5,105,passive,resid,0.588235294,Central Pacific,Southeast Polynesia,-154.76,-21.78,100.8445129,97.32168579,100.5867462,102.4560242,121.5968857,143.8434296,156.069458,160.5688934,142.3459778,125.4899063,109.9370956,106.9639435
2276,2276,V7077,polynesian,austral_islands,austral_islands_1,Central Pacific,Southeast Polynesia,205.24,25.48674916,67.891,0,0,Fished,34.471528,resid15,132,24,19193.06385,10,59,15,6,31,3,11,25.46666667,183.1333333,active,resid,0.382198953,Central Pacific,Southeast Polynesia,-154.76,-21.78,100.8445129,97.32168579,100.5867462,102.4560242,121.5968857,143.8434296,156.069458,160.5688934,142.3459778,125.4899063,109.9370956,106.9639435
2277,2277,V7077,polynesian,austral_islands,austral_islands_1,Central Pacific,Southeast Polynesia,205.24,25.48674916,67.891,0,0,Fished,34.471528,resid35,37,14,653.1552613,2,11,7,5,14,2,3,17,34.57142857,active,resid,0.541666667,Central Pacific,Southeast Polynesia,-154.76,-21.78,100.8445129,97.32168579,100.5867462,102.4560242,121.5968857,143.8434296,156.069458,160.5688934,142.3459778,125.4899063,109.9370956,106.9639435
2278,2278,V7077,polynesian,austral_islands,austral_islands_1,Central Pacific,Southeast Polynesia,205.24,25.48674916,67.891,0,0,Fished,34.471528,transi,15,1,0,0,0,0,0,0,0,0,0,0,passive,transi,1,Central Pacific,Southeast Polynesia,-154.76,-21.78,100.8445129,97.32168579,100.5867462,102.4560242,121.5968857,143.8434296,156.069458,160.5688934,142.3459778,125.4899063,109.9370956,106.9639435
2279,2279,V7077,polynesian,austral_islands,austral_islands_1,Central Pacific,Southeast Polynesia,205.24,25.48674916,67.891,0,0,Fished,34.471528,transi15,72,11,3558.845358,9,75,9,0,91,3,9,12,176,active,transi,-0.020408163,Central Pacific,Southeast Polynesia,-154.76,-21.78,100.8445129,97.32168579,100.5867462,102.4560242,121.5968857,143.8434296,156.069458,160.5688934,142.3459778,125.4899063,109.9370956,106.9639435
2280,2280,V7077,polynesian,austral_islands,austral_islands_1,Central Pacific,Southeast Polynesia,205.24,25.48674916,67.891,0,0,Fished,34.471528,transi35,120,6,396.0518675,0,64,5,0,1,2,32,4.2,44.8,active,transi,0.304347826,Central Pacific,Southeast Polynesia,-154.76,-21.78,100.8445129,97.32168579,100.5867462,102.4560242,121.5968857,143.8434296,156.069458,160.5688934,142.3459778,125.4899063,109.9370956,106.9639435
2281,2281,V7090,polynesian,cook_islands,cook_islands_3,Central Pacific,Southeast Polynesia,196.76,27.12169711,85.343,0,2,Restricted,511.7065534,pare,166,6,3252.333333,0,148,5,1,105,4,122,6.6,177.6,passive,pare,0.057324841,Central Pacific,Southeast Polynesia,-163.24,-18.02,90.06858826,94.46455383,98.34367371,103.7882919,118.0056076,131.161377,134.7041473,133.3607941,118.6091309,106.3261871,95.9788208,95.17593384
2282,2282,V7090,polynesian,cook_islands,cook_islands_3,Central Pacific,Southeast Polynesia,196.76,27.12169711,85.343,0,2,Restricted,511.7065534,pare5,136,5,1.80952381,36,504,18,0,122,8,230,12.72222222,372.4444444,active,pare,-0.575,Central Pacific,Southeast Polynesia,-163.24,-18.02,90.06858826,94.46455383,98.34367371,103.7882919,118.0056076,131.161377,134.7041473,133.3607941,118.6091309,106.3261871,95.9788208,95.17593384
2283,2283,V7090,polynesian,cook_islands,cook_islands_3,Central Pacific,Southeast Polynesia,196.76,27.12169711,85.343,0,2,Restricted,511.7065534,pare15,33,2,0,0,381,14,1,117,6,123,9.428571429,174,active,pare,-0.84057971,Central Pacific,Southeast Polynesia,-163.24,-18.02,90.06858826,94.46455383,98.34367371,103.7882919,118.0056076,131.161377,134.7041473,133.3607941,118.6091309,106.3261871,95.9788208,95.17593384
2284,2284,V7090,polynesian,cook_islands,cook_islands_3,Central Pacific,Southeast Polynesia,196.76,27.12169711,85.343,0,2,Restricted,511.7065534,crypto,55,6,697.2841566,0,165,11,0,80,3,35,11.27272727,120,passive,crypto,-0.5,Central Pacific,Southeast Polynesia,-163.24,-18.02,90.06858826,94.46455383,98.34367371,103.7882919,118.0056076,131.161377,134.7041473,133.3607941,118.6091309,106.3261871,95.9788208,95.17593384
2285,2285,V7090,polynesian,cook_islands,cook_islands_3,Central Pacific,Southeast Polynesia,196.76,27.12169711,85.343,0,2,Restricted,511.7065534,crypto5,323,9,3,108,607,24,0,351,9,330,19.08333333,404.3333333,active,crypto,-0.305376344,Central Pacific,Southeast Polynesia,-163.24,-18.02,90.06858826,94.46455383,98.34367371,103.7882919,118.0056076,131.161377,134.7041473,133.3607941,118.6091309,106.3261871,95.9788208,95.17593384
2286,2286,V7090,polynesian,cook_islands,cook_islands_3,Central Pacific,Southeast Polynesia,196.76,27.12169711,85.343,0,2,Restricted,511.7065534,crypto15,78,2,30,37,277,7,0,34,5,168,3.857142857,125.4285714,active,crypto,-0.56056338,Central Pacific,Southeast Polynesia,-163.24,-18.02,90.06858826,94.46455383,98.34367371,103.7882919,118.0056076,131.161377,134.7041473,133.3607941,118.6091309,106.3261871,95.9788208,95.17593384
2287,2287,V7090,polynesian,cook_islands,cook_islands_3,Central Pacific,Southeast Polynesia,196.76,27.12169711,85.343,0,2,Restricted,511.7065534,resid,115,6,3197.333333,0,120,5,1,105,4,105,6.6,134,passive,resid,-0.021276596,Central Pacific,Southeast Polynesia,-163.24,-18.02,90.06858826,94.46455383,98.34367371,103.7882919,118.0056076,131.161377,134.7041473,133.3607941,118.6091309,106.3261871,95.9788208,95.17593384
2288,2288,V7090,polynesian,cook_islands,cook_islands_3,Central Pacific,Southeast Polynesia,196.76,27.12169711,85.343,0,2,Restricted,511.7065534,resid15,99,12,9786.13209,15,359,23,4,300,8,156,19.26086957,163.3043478,active,resid,-0.56768559,Central Pacific,Southeast Polynesia,-163.24,-18.02,90.06858826,94.46455383,98.34367371,103.7882919,118.0056076,131.161377,134.7041473,133.3607941,118.6091309,106.3261871,95.9788208,95.17593384
2289,2289,V7090,polynesian,cook_islands,cook_islands_3,Central Pacific,Southeast Polynesia,196.76,27.12169711,85.343,0,2,Restricted,511.7065534,resid35,23,6,116.4186541,0,21,12,5,146,7,12,12.66666667,31.5,active,resid,0.045454545,Central Pacific,Southeast Polynesia,-163.24,-18.02,90.06858826,94.46455383,98.34367371,103.7882919,118.0056076,131.161377,134.7041473,133.3607941,118.6091309,106.3261871,95.9788208,95.17593384
2290,2290,V7090,polynesian,cook_islands,cook_islands_3,Central Pacific,Southeast Polynesia,196.76,27.12169711,85.343,0,2,Restricted,511.7065534,transi,180,6,0,0,0,0,0,0,0,0,0,0,passive,transi,1,Central Pacific,Southeast Polynesia,-163.24,-18.02,90.06858826,94.46455383,98.34367371,103.7882919,118.0056076,131.161377,134.7041473,133.3607941,118.6091309,106.3261871,95.9788208,95.17593384
2291,2291,V7090,polynesian,cook_islands,cook_islands_3,Central Pacific,Southeast Polynesia,196.76,27.12169711,85.343,0,2,Restricted,511.7065534,transi15,126,11,8850.974856,27,264,17,1,275,8,126,9.823529412,152.1176471,active,transi,-0.353846154,Central Pacific,Southeast Polynesia,-163.24,-18.02,90.06858826,94.46455383,98.34367371,103.7882919,118.0056076,131.161377,134.7041473,133.3607941,118.6091309,106.3261871,95.9788208,95.17593384
2292,2292,V7090,polynesian,cook_islands,cook_islands_3,Central Pacific,Southeast Polynesia,196.76,27.12169711,85.343,0,2,Restricted,511.7065534,transi35,160,4,108.4837727,0,40,4,0,127,1,8,5.75,88,active,transi,0.6,Central Pacific,Southeast Polynesia,-163.24,-18.02,90.06858826,94.46455383,98.34367371,103.7882919,118.0056076,131.161377,134.7041473,133.3607941,118.6091309,106.3261871,95.9788208,95.17593384
2293,2293,V7096,polynesian,cook_islands,cook_islands_2,Central Pacific,Southeast Polynesia,200.28,25.76334826,73.704,1140,2,Restricted,176.3104123,pare,166,6,185.4616283,0,464,17,5,40,9,238,5.294117647,145.7647059,passive,pare,-0.473015873,Central Pacific,Southeast Polynesia,-159.72,-21.22,105.4766922,102.757164,109.5922852,111.6654663,129.2466125,152.3439941,161.537323,166.7434235,146.8868866,130.4704742,113.2814941,109.4693451
2294,2294,V7096,polynesian,cook_islands,cook_islands_2,Central Pacific,Southeast Polynesia,200.28,25.76334826,73.704,1140,2,Restricted,176.3104123,pare5,144,7,854,10,352,14,0,1222,9,264,12.07142857,294,active,pare,-0.419354839,Central Pacific,Southeast Polynesia,-159.72,-21.22,105.4766922,102.757164,109.5922852,111.6654663,129.2466125,152.3439941,161.537323,166.7434235,146.8868866,130.4704742,113.2814941,109.4693451
2295,2295,V7096,polynesian,cook_islands,cook_islands_2,Central Pacific,Southeast Polynesia,200.28,25.76334826,73.704,1140,2,Restricted,176.3104123,pare15,84,7,449.2813026,0,126,9,0,18,5,114,9.666666667,151,active,pare,-0.2,Central Pacific,Southeast Polynesia,-159.72,-21.22,105.4766922,102.757164,109.5922852,111.6654663,129.2466125,152.3439941,161.537323,166.7434235,146.8868866,130.4704742,113.2814941,109.4693451
2296,2296,V7096,polynesian,cook_islands,cook_islands_2,Central Pacific,Southeast Polynesia,200.28,25.76334826,73.704,1140,2,Restricted,176.3104123,crypto,15,2,25.45649872,0,220,16,0,123,9,95,8.1875,93.75,passive,crypto,-0.872340426,Central Pacific,Southeast Polynesia,-159.72,-21.22,105.4766922,102.757164,109.5922852,111.6654663,129.2466125,152.3439941,161.537323,166.7434235,146.8868866,130.4704742,113.2814941,109.4693451
2297,2297,V7096,polynesian,cook_islands,cook_islands_2,Central Pacific,Southeast Polynesia,200.28,25.76334826,73.704,1140,2,Restricted,176.3104123,crypto5,199,10,27.42142857,21,653,24,0,1289,15,450,20.54166667,438.4166667,active,crypto,-0.53286385,Central Pacific,Southeast Polynesia,-159.72,-21.22,105.4766922,102.757164,109.5922852,111.6654663,129.2466125,152.3439941,161.537323,166.7434235,146.8868866,130.4704742,113.2814941,109.4693451
2298,2298,V7096,polynesian,cook_islands,cook_islands_2,Central Pacific,Southeast Polynesia,200.28,25.76334826,73.704,1140,2,Restricted,176.3104123,crypto15,27,1,97.5,0,311,8,0,60,5,208,4,143.625,active,crypto,-0.840236686,Central Pacific,Southeast Polynesia,-159.72,-21.22,105.4766922,102.757164,109.5922852,111.6654663,129.2466125,152.3439941,161.537323,166.7434235,146.8868866,130.4704742,113.2814941,109.4693451
2299,2299,V7096,polynesian,cook_islands,cook_islands_2,Central Pacific,Southeast Polynesia,200.28,25.76334826,73.704,1140,2,Restricted,176.3104123,resid,115,6,220.8575541,0,310,17,5,40,9,145,5.294117647,105.5882353,passive,resid,-0.458823529,Central Pacific,Southeast Polynesia,-159.72,-21.22,105.4766922,102.757164,109.5922852,111.6654663,129.2466125,152.3439941,161.537323,166.7434235,146.8868866,130.4704742,113.2814941,109.4693451
2300,2300,V7096,polynesian,cook_islands,cook_islands_2,Central Pacific,Southeast Polynesia,200.28,25.76334826,73.704,1140,2,Restricted,176.3104123,resid15,97,12,3847.866667,13,474,29,5,1318,17,300,20.93103448,217.4137931,active,resid,-0.660245184,Central Pacific,Southeast Polynesia,-159.72,-21.22,105.4766922,102.757164,109.5922852,111.6654663,129.2466125,152.3439941,161.537323,166.7434235,146.8868866,130.4704742,113.2814941,109.4693451
2301,2301,V7096,polynesian,cook_islands,cook_islands_2,Central Pacific,Southeast Polynesia,200.28,25.76334826,73.704,1140,2,Restricted,176.3104123,resid35,9,5,24.7223862,0,60,22,6,154,12,33,9.5,22.63636364,active,resid,-0.739130435,Central Pacific,Southeast Polynesia,-159.72,-21.22,105.4766922,102.757164,109.5922852,111.6654663,129.2466125,152.3439941,161.537323,166.7434235,146.8868866,130.4704742,113.2814941,109.4693451
2302,2302,V7096,polynesian,cook_islands,cook_islands_2,Central Pacific,Southeast Polynesia,200.28,25.76334826,73.704,1140,2,Restricted,176.3104123,transi,15,1,379,0,240,8,0,59,4,135,1.375,31.875,passive,transi,-0.882352941,Central Pacific,Southeast Polynesia,-159.72,-21.22,105.4766922,102.757164,109.5922852,111.6654663,129.2466125,152.3439941,161.537323,166.7434235,146.8868866,130.4704742,113.2814941,109.4693451
2303,2303,V7096,polynesian,cook_islands,cook_islands_2,Central Pacific,Southeast Polynesia,200.28,25.76334826,73.704,1140,2,Restricted,176.3104123,transi15,93,7,65.09797352,0,648,19,1,172,8,426,9.368421053,132.1578947,active,transi,-0.748987854,Central Pacific,Southeast Polynesia,-159.72,-21.22,105.4766922,102.757164,109.5922852,111.6654663,129.2466125,152.3439941,161.537323,166.7434235,146.8868866,130.4704742,113.2814941,109.4693451
2304,2304,V7096,polynesian,cook_islands,cook_islands_2,Central Pacific,Southeast Polynesia,200.28,25.76334826,73.704,1140,2,Restricted,176.3104123,transi35,0,0,0,0,256,14,2,83,8,152,3.857142857,44.57142857,active,transi,-1,Central Pacific,Southeast Polynesia,-159.72,-21.22,105.4766922,102.757164,109.5922852,111.6654663,129.2466125,152.3439941,161.537323,166.7434235,146.8868866,130.4704742,113.2814941,109.4693451
2305,2305,V7101,polynesian,cook_islands,cook_islands_1,Central Pacific,Southeast Polynesia,200.2,26.85307714,107,1,2,Restricted,594.7565472,pare,26,1,40.74667416,0,156,6,0,1144,6,156,9.5,258,passive,pare,-0.714285714,Central Pacific,Southeast Polynesia,-159.8,-18.82,93.68023682,95.87625122,89.91343689,95.08799744,110.0271683,122.9794617,132.2581635,135.1327209,123.2552109,110.6087265,99.65168762,99.68068695
2306,2306,V7101,polynesian,cook_islands,cook_islands_1,Central Pacific,Southeast Polynesia,200.2,26.85307714,107,1,2,Restricted,594.7565472,pare5,108,4,7.666666667,0,6,3,0,1,3,6,7.666666667,107.3333333,active,pare,0.894736842,Central Pacific,Southeast Polynesia,-159.8,-18.82,93.68023682,95.87625122,89.91343689,95.08799744,110.0271683,122.9794617,132.2581635,135.1327209,123.2552109,110.6087265,99.65168762,99.68068695
2307,2307,V7101,polynesian,cook_islands,cook_islands_1,Central Pacific,Southeast Polynesia,200.2,26.85307714,107,1,2,Restricted,594.7565472,pare15,102,8,102.3043185,3,21,4,0,1144,4,21,7.25,73.5,active,pare,0.658536585,Central Pacific,Southeast Polynesia,-159.8,-18.82,93.68023682,95.87625122,89.91343689,95.08799744,110.0271683,122.9794617,132.2581635,135.1327209,123.2552109,110.6087265,99.65168762,99.68068695
2308,2308,V7101,polynesian,cook_islands,cook_islands_1,Central Pacific,Southeast Polynesia,200.2,26.85307714,107,1,2,Restricted,594.7565472,crypto,45,3,0,5,105,12,0,89,8,75,9.25,94.16666667,passive,crypto,-0.4,Central Pacific,Southeast Polynesia,-159.8,-18.82,93.68023682,95.87625122,89.91343689,95.08799744,110.0271683,122.9794617,132.2581635,135.1327209,123.2552109,110.6087265,99.65168762,99.68068695
2309,2309,V7101,polynesian,cook_islands,cook_islands_1,Central Pacific,Southeast Polynesia,200.2,26.85307714,107,1,2,Restricted,594.7565472,crypto5,395,8,7,9,123,18,0,92,12,108,20.27777778,381.0555556,active,crypto,0.525096525,Central Pacific,Southeast Polynesia,-159.8,-18.82,93.68023682,95.87625122,89.91343689,95.08799744,110.0271683,122.9794617,132.2581635,135.1327209,123.2552109,110.6087265,99.65168762,99.68068695
2310,2310,V7101,polynesian,cook_islands,cook_islands_1,Central Pacific,Southeast Polynesia,200.2,26.85307714,107,1,2,Restricted,594.7565472,crypto15,103,2,0,26,53,2,0,1,2,53,2,27,active,crypto,0.320512821,Central Pacific,Southeast Polynesia,-159.8,-18.82,93.68023682,95.87625122,89.91343689,95.08799744,110.0271683,122.9794617,132.2581635,135.1327209,123.2552109,110.6087265,99.65168762,99.68068695
2311,2311,V7101,polynesian,cook_islands,cook_islands_1,Central Pacific,Southeast Polynesia,200.2,26.85307714,107,1,2,Restricted,594.7565472,resid,15,1,42.09126682,0,90,6,0,1144,6,90,9.5,178.3333333,passive,resid,-0.714285714,Central Pacific,Southeast Polynesia,-159.8,-18.82,93.68023682,95.87625122,89.91343689,95.08799744,110.0271683,122.9794617,132.2581635,135.1327209,123.2552109,110.6087265,99.65168762,99.68068695
2312,2312,V7101,polynesian,cook_islands,cook_islands_1,Central Pacific,Southeast Polynesia,200.2,26.85307714,107,1,2,Restricted,594.7565472,resid15,175,8,0,11,141,21,5,1221,15,118,21.71428571,237.8571429,active,resid,0.107594937,Central Pacific,Southeast Polynesia,-159.8,-18.82,93.68023682,95.87625122,89.91343689,95.08799744,110.0271683,122.9794617,132.2581635,135.1327209,123.2552109,110.6087265,99.65168762,99.68068695
2313,2313,V7101,polynesian,cook_islands,cook_islands_1,Central Pacific,Southeast Polynesia,200.2,26.85307714,107,1,2,Restricted,594.7565472,resid35,12,4,15.97229469,0,10,6,2,11,3,7,9.833333333,21.83333333,active,resid,0.090909091,Central Pacific,Southeast Polynesia,-159.8,-18.82,93.68023682,95.87625122,89.91343689,95.08799744,110.0271683,122.9794617,132.2581635,135.1327209,123.2552109,110.6087265,99.65168762,99.68068695
2314,2314,V7101,polynesian,cook_islands,cook_islands_1,Central Pacific,Southeast Polynesia,200.2,26.85307714,107,1,2,Restricted,594.7565472,transi,0,0,0,0,0,0,0,0,0,0,0,0,passive,transi,NA,Central Pacific,Southeast Polynesia,-159.8,-18.82,93.68023682,95.87625122,89.91343689,95.08799744,110.0271683,122.9794617,132.2581635,135.1327209,123.2552109,110.6087265,99.65168762,99.68068695
2315,2315,V7101,polynesian,cook_islands,cook_islands_1,Central Pacific,Southeast Polynesia,200.2,26.85307714,107,1,2,Restricted,594.7565472,transi15,186,6,0.2,3,99,12,0,63,10,93,15.75,308.75,active,transi,0.305263158,Central Pacific,Southeast Polynesia,-159.8,-18.82,93.68023682,95.87625122,89.91343689,95.08799744,110.0271683,122.9794617,132.2581635,135.1327209,123.2552109,110.6087265,99.65168762,99.68068695
2316,2316,V7101,polynesian,cook_islands,cook_islands_1,Central Pacific,Southeast Polynesia,200.2,26.85307714,107,1,2,Restricted,594.7565472,transi35,0,0,0,0,32,3,0,52,2,24,6,125.3333333,active,transi,-1,Central Pacific,Southeast Polynesia,-159.8,-18.82,93.68023682,95.87625122,89.91343689,95.08799744,110.0271683,122.9794617,132.2581635,135.1327209,123.2552109,110.6087265,99.65168762,99.68068695
2317,2317,V7478,continental_tep,nicaragua_tep,nicaragua_tep_4,Tropical Eastern Pacific,Tropical East Pacific,273.96,27.39084822,46.632,0,0,Fished,118.328091,pare,128,2,0,66,102,2,0,0,1,36,3.5,160,passive,pare,0.113043478,Tropical Eastern Pacific,Tropical East Pacific,-86.04,11.34,2732.219727,4373.15332,3554.438232,2170.197754,922.7111206,749.8363647,1050.035156,940.2227173,791.668457,1197.960327,1615.023926,1506.296997
2318,2318,V7478,continental_tep,nicaragua_tep,nicaragua_tep_4,Tropical Eastern Pacific,Tropical East Pacific,273.96,27.39084822,46.632,0,0,Fished,118.328091,pare5,858,2,0,698,698,1,0,0,0,0,3,54,active,pare,0.102827763,Tropical Eastern Pacific,Tropical East Pacific,-86.04,11.34,2732.219727,4373.15332,3554.438232,2170.197754,922.7111206,749.8363647,1050.035156,940.2227173,791.668457,1197.960327,1615.023926,1506.296997
2319,2319,V7478,continental_tep,nicaragua_tep,nicaragua_tep_4,Tropical Eastern Pacific,Tropical East Pacific,273.96,27.39084822,46.632,0,0,Fished,118.328091,pare15,123,2,0,27,27,1,0,0,0,0,3,30,active,pare,0.64,Tropical Eastern Pacific,Tropical East Pacific,-86.04,11.34,2732.219727,4373.15332,3554.438232,2170.197754,922.7111206,749.8363647,1050.035156,940.2227173,791.668457,1197.960327,1615.023926,1506.296997
2320,2320,V7478,continental_tep,nicaragua_tep,nicaragua_tep_4,Tropical Eastern Pacific,Tropical East Pacific,273.96,27.39084822,46.632,0,0,Fished,118.328091,crypto,305,2,0,140,175,2,0,0,1,35,3,300,passive,crypto,0.270833333,Tropical Eastern Pacific,Tropical East Pacific,-86.04,11.34,2732.219727,4373.15332,3554.438232,2170.197754,922.7111206,749.8363647,1050.035156,940.2227173,791.668457,1197.960327,1615.023926,1506.296997
2321,2321,V7478,continental_tep,nicaragua_tep,nicaragua_tep_4,Tropical Eastern Pacific,Tropical East Pacific,273.96,27.39084822,46.632,0,0,Fished,118.328091,crypto5,1539,2,0,1386,1412,2,0,0,1,26,5,240.5,active,crypto,0.043036259,Tropical Eastern Pacific,Tropical East Pacific,-86.04,11.34,2732.219727,4373.15332,3554.438232,2170.197754,922.7111206,749.8363647,1050.035156,940.2227173,791.668457,1197.960327,1615.023926,1506.296997
2322,2322,V7478,continental_tep,nicaragua_tep,nicaragua_tep_4,Tropical Eastern Pacific,Tropical East Pacific,273.96,27.39084822,46.632,0,0,Fished,118.328091,crypto15,507,2,0,482,482,1,0,0,0,0,2,75,active,crypto,0.025278059,Tropical Eastern Pacific,Tropical East Pacific,-86.04,11.34,2732.219727,4373.15332,3554.438232,2170.197754,922.7111206,749.8363647,1050.035156,940.2227173,791.668457,1197.960327,1615.023926,1506.296997
2323,2323,V7478,continental_tep,nicaragua_tep,nicaragua_tep_4,Tropical Eastern Pacific,Tropical East Pacific,273.96,27.39084822,46.632,0,0,Fished,118.328091,resid,220,2,0,115,155,2,0,0,1,40,3.5,250,passive,resid,0.173333333,Tropical Eastern Pacific,Tropical East Pacific,-86.04,11.34,2732.219727,4373.15332,3554.438232,2170.197754,922.7111206,749.8363647,1050.035156,940.2227173,791.668457,1197.960327,1615.023926,1506.296997
2324,2324,V7478,continental_tep,nicaragua_tep,nicaragua_tep_4,Tropical Eastern Pacific,Tropical East Pacific,273.96,27.39084822,46.632,0,0,Fished,118.328091,resid15,660,2,0,589,623,2,0,0,1,34,4.5,140.5,active,resid,0.028838659,Tropical Eastern Pacific,Tropical East Pacific,-86.04,11.34,2732.219727,4373.15332,3554.438232,2170.197754,922.7111206,749.8363647,1050.035156,940.2227173,791.668457,1197.960327,1615.023926,1506.296997
2325,2325,V7478,continental_tep,nicaragua_tep,nicaragua_tep_4,Tropical Eastern Pacific,Tropical East Pacific,273.96,27.39084822,46.632,0,0,Fished,118.328091,resid35,69,2,0,29,45,2,0,0,1,16,3.5,95.5,active,resid,0.210526316,Tropical Eastern Pacific,Tropical East Pacific,-86.04,11.34,2732.219727,4373.15332,3554.438232,2170.197754,922.7111206,749.8363647,1050.035156,940.2227173,791.668457,1197.960327,1615.023926,1506.296997
2326,2326,V7478,continental_tep,nicaragua_tep,nicaragua_tep_4,Tropical Eastern Pacific,Tropical East Pacific,273.96,27.39084822,46.632,0,0,Fished,118.328091,transi,0,0,0,0,0,0,0,0,0,0,0,0,passive,transi,NA,Tropical Eastern Pacific,Tropical East Pacific,-86.04,11.34,2732.219727,4373.15332,3554.438232,2170.197754,922.7111206,749.8363647,1050.035156,940.2227173,791.668457,1197.960327,1615.023926,1506.296997
2327,2327,V7478,continental_tep,nicaragua_tep,nicaragua_tep_4,Tropical Eastern Pacific,Tropical East Pacific,273.96,27.39084822,46.632,0,0,Fished,118.328091,transi15,48,1,0,48,48,1,0,0,0,0,1,0,active,transi,0,Tropical Eastern Pacific,Tropical East Pacific,-86.04,11.34,2732.219727,4373.15332,3554.438232,2170.197754,922.7111206,749.8363647,1050.035156,940.2227173,791.668457,1197.960327,1615.023926,1506.296997
